slug,url,name,category,category_slug,calories,protein_g,total_fat_g,total_carb_g,dietary_fiber_g,sugars_g,sodium_mg,cholesterol_mg,scraped_at
2-reduced-fat-lactose-free-ultra-filtered-milk,https://caloriedata.org/calories-in/2-reduced-fat-lactose-free-ultra-filtered-milk,2% REDUCED FAT LACTOSE FREE ULTRA-FILTERED MILK,Dairy,dairy,67.0,8.33,2.08,2.92,0.0,2.5,52.0,12.0,2026-05-04T03:05:07Z
activia-dannon-blended-blueberry-lowfat-probiotic-yogurt-4-4-oz-cups,https://caloriedata.org/calories-in/activia-dannon-blended-blueberry-lowfat-probiotic-yogurt-4-4-oz-cups,Activia Dannon Blended Blueberry Lowfat Probiotic Yogurt 4-4 oz. Cups,Dairy,dairy,71.0,3.54,1.33,12.4,0.9,7.96,53.0,4.0,2026-05-04T03:05:08Z
activia-dannon-blended-mango-lowfat-probiotic-yogurt-4-4-oz-cups,https://caloriedata.org/calories-in/activia-dannon-blended-mango-lowfat-probiotic-yogurt-4-4-oz-cups,Activia Dannon Blended Mango Lowfat Probiotic Yogurt 4-4 oz. Cups,Dairy,dairy,71.0,3.54,1.33,12.4,0.0,9.73,49.0,4.0,2026-05-04T03:04:57Z
activia-dannon-blended-peach-lowfat-probiotic-yogurt-4-4-oz-cups,https://caloriedata.org/calories-in/activia-dannon-blended-peach-lowfat-probiotic-yogurt-4-4-oz-cups,Activia Dannon Blended Peach Lowfat Probiotic Yogurt 4-4 oz. Cups,Dairy,dairy,71.0,3.54,1.33,11.5,0.0,7.96,53.0,4.0,2026-05-04T03:04:58Z
activia-dannon-blended-prune-lowfat-probiotic-yogurt-4-4-oz-cups,https://caloriedata.org/calories-in/activia-dannon-blended-prune-lowfat-probiotic-yogurt-4-4-oz-cups,Activia Dannon Blended Prune Lowfat Probiotic Yogurt 4-4 oz. Cups,Dairy,dairy,71.0,3.54,1.33,12.4,0.0,7.96,49.0,4.0,2026-05-04T03:04:59Z
activia-dannon-mango-probiotic-dairy-drink-7-fl-oz-bottle,https://caloriedata.org/calories-in/activia-dannon-mango-probiotic-dairy-drink-7-fl-oz-bottle,Activia Dannon Mango Probiotic Dairy Drink 7 fl. oz. Bottle,Dairy,dairy,77.0,3.38,1.45,12.6,1.0,11.1,51.0,5.0,2026-05-04T03:04:59Z
activia-dannon-peach-probiotic-dairy-drink-7-fl-oz-bottle,https://caloriedata.org/calories-in/activia-dannon-peach-probiotic-dairy-drink-7-fl-oz-bottle,Activia Dannon Peach Probiotic Dairy Drink 7 fl. oz. Bottle,Dairy,dairy,77.0,3.38,1.45,12.6,1.0,11.1,51.0,5.0,2026-05-04T03:05:00Z
activia-dannon-prune-probiotic-dairy-drink-7-fl-oz-bottle,https://caloriedata.org/calories-in/activia-dannon-prune-probiotic-dairy-drink-7-fl-oz-bottle,Activia Dannon Prune Probiotic Dairy Drink 7 fl. oz. Bottle,Dairy,dairy,77.0,3.38,1.45,13.0,1.0,11.1,51.0,5.0,2026-05-04T03:05:01Z
adzuki-beans,https://caloriedata.org/calories-in/adzuki-beans,Adzuki Beans,Grains & Cereals,grains,128.0,8.5,0.2,23.0,6.4,0.2,1.0,0.0,2026-05-04T03:05:01Z
all-natural-snapple-apple-juice-drink-from-concentrate-snapple-apple,https://caloriedata.org/calories-in/all-natural-snapple-apple-juice-drink-from-concentrate-snapple-apple,"ALL NATURAL SNAPPLE APPLE JUICE DRINK FROM CONCENTRATE, SNAPPLE APPLE",Beverages,beverages,42.0,0.0,0.0,10.0,0.0,10.0,2.0,,2026-05-04T03:05:01Z
almond-butter,https://caloriedata.org/calories-in/almond-butter,Almond Butter,Nuts & Seeds,nuts-seeds,614.0,21.0,56.0,19.0,10.0,6.0,7.0,0.0,2026-05-04T03:05:01Z
almond-coco-loco-coconut-low-fat-greek-yogurt-with-honey-roasted-salted-almonds-dark-chocolate-almond-coco-loco,https://caloriedata.org/calories-in/almond-coco-loco-coconut-low-fat-greek-yogurt-with-honey-roasted-salted-almonds-dark-chocolate-almond-coco-loco,"ALMOND COCO LOCO COCONUT LOW-FAT GREEK YOGURT WITH HONEY ROASTED SALTED ALMONDS & DARK CHOCOLATE, ALMOND COCO LOCO",Dairy,dairy,148.0,7.03,6.25,16.4,1.6,13.3,62.0,8.0,2026-05-04T03:05:01Z
almond-coco-loco-greek-yogurt-almond-coco-loco,https://caloriedata.org/calories-in/almond-coco-loco-greek-yogurt-almond-coco-loco,"ALMOND COCO LOCO GREEK YOGURT, ALMOND; COCO LOCO",Dairy,dairy,148.0,7.03,6.25,16.4,1.6,13.3,62.0,8.0,2026-05-04T03:05:02Z
almond-coco-loco-honey-roasted-salted-almonds-dark-chocolate-low-fat-greek-yogurt-with-coconut-almond-coco-loco,https://caloriedata.org/calories-in/almond-coco-loco-honey-roasted-salted-almonds-dark-chocolate-low-fat-greek-yogurt-with-coconut-almond-coco-loco,"ALMOND COCO LOCO HONEY ROASTED SALTED ALMONDS, DARK CHOCOLATE & LOW-FAT GREEK YOGURT WITH COCONUT, ALMOND COCO LOCO",Dairy,dairy,148.0,7.81,6.25,16.4,1.6,14.1,62.0,8.0,2026-05-04T03:05:02Z
almond-coco-loco-low-fat-greek-yogurt-almond-coconut-dark-chocolate,https://caloriedata.org/calories-in/almond-coco-loco-low-fat-greek-yogurt-almond-coconut-dark-chocolate,"ALMOND COCO LOCO LOW-FAT GREEK YOGURT, ALMOND; COCONUT; DARK CHOCOLATE",Dairy,dairy,148.0,7.03,6.25,16.4,1.6,13.3,62.0,8.0,2026-05-04T03:05:02Z
almond-milk,https://caloriedata.org/calories-in/almond-milk,Almond Milk,Beverages,beverages,17.0,1.0,1.1,0.6,0.0,0.1,188.0,0.0,2026-05-04T03:05:02Z
almonds,https://caloriedata.org/calories-in/almonds,Almonds,Nuts & Seeds,nuts-seeds,579.0,21.0,50.0,22.0,12.5,4.4,1.0,0.0,2026-05-04T03:05:03Z
alphonso-mango-less-sugar-greek-yogurt-alphonso-mango,https://caloriedata.org/calories-in/alphonso-mango-less-sugar-greek-yogurt-alphonso-mango,"ALPHONSO MANGO LESS SUGAR GREEK YOGURT, ALPHONSO MANGO",Dairy,dairy,80.0,8.0,1.67,7.33,0.7,6.0,37.0,10.0,2026-05-04T03:05:03Z
alphonso-mango-low-fat-less-sugar-greek-yogurt-with-honey-roasted-almonds-coconut-coated-almonds-coconut-mango-coconut-crunch,https://caloriedata.org/calories-in/alphonso-mango-low-fat-less-sugar-greek-yogurt-with-honey-roasted-almonds-coconut-coated-almonds-coconut-mango-coconut-crunch,"ALPHONSO MANGO LOW-FAT LESS SUGAR GREEK YOGURT WITH HONEY ROASTED ALMONDS, COCONUT COATED ALMONDS & COCONUT, MANGO COCONUT CRUNCH",Dairy,dairy,125.0,8.59,5.47,10.2,0.8,7.81,55.0,8.0,2026-05-04T03:05:03Z
amaranth,https://caloriedata.org/calories-in/amaranth,Amaranth,Grains & Cereals,grains,371.0,13.6,6.7,66.0,6.7,1.7,4.0,0.0,2026-05-04T03:05:03Z
amys-broccoli-cheddar-organic-soups,https://caloriedata.org/calories-in/amys-broccoli-cheddar-organic-soups,"AMY'S, BROCCOLI CHEDDAR ORGANIC SOUPS",Fast Food,fast-food,109.0,3.52,7.04,8.1,1.1,1.06,201.0,21.0,2026-05-04T03:05:04Z
amys-cheese-tortellini-bowls,https://caloriedata.org/calories-in/amys-cheese-tortellini-bowls,"AMY'S, CHEESE TORTELLINI BOWLS",Fast Food,fast-food,154.0,7.35,5.51,18.8,1.5,2.57,243.0,11.0,2026-05-04T03:05:04Z
amys-mushroom-cheese-swirls,https://caloriedata.org/calories-in/amys-mushroom-cheese-swirls,"AMY'S, MUSHROOM & CHEESE SWIRLS",Fast Food,fast-food,261.0,10.1,13.0,27.5,1.4,4.35,420.0,14.0,2026-05-04T03:05:04Z
amys-organic-non-dairy-cakes-orange-orange,https://caloriedata.org/calories-in/amys-organic-non-dairy-cakes-orange-orange,"AMY'S, ORGANIC NON-DAIRY CAKES, ORANGE, ORANGE",Fast Food,fast-food,327.0,3.64,10.9,50.9,0.0,29.1,382.0,0.0,2026-05-04T03:05:04Z
amys-organic-pasta-sauce-tomato-basil-tomato-basil,https://caloriedata.org/calories-in/amys-organic-pasta-sauce-tomato-basil-tomato-basil,"AMY'S, ORGANIC PASTA SAUCE, TOMATO BASIL, TOMATO BASIL",Fast Food,fast-food,72.0,1.6,3.6,8.8,1.6,4.8,232.0,0.0,2026-05-04T03:05:04Z
amys-pesto-swirls,https://caloriedata.org/calories-in/amys-pesto-swirls,"AMY'S, PESTO SWIRLS",Fast Food,fast-food,261.0,8.7,13.0,29.0,2.9,4.35,464.0,7.0,2026-05-04T03:05:05Z
amys-pizza-bites-cheese,https://caloriedata.org/calories-in/amys-pizza-bites-cheese,"AMY'S, PIZZA BITES CHEESE",Fast Food,fast-food,234.0,9.09,10.4,24.7,1.3,2.6,494.0,13.0,2026-05-04T03:05:05Z
amys-shortbread-cookies-chocolate-chip-chocolate-chip,https://caloriedata.org/calories-in/amys-shortbread-cookies-chocolate-chip-chocolate-chip,"AMY'S, SHORTBREAD COOKIES, CHOCOLATE CHIP, CHOCOLATE CHIP",Fast Food,fast-food,529.0,5.88,35.3,47.1,5.9,23.5,147.0,59.0,2026-05-04T03:05:05Z
amys-snacks-samosas-made-with-organic-wheat-and-vegetables,https://caloriedata.org/calories-in/amys-snacks-samosas-made-with-organic-wheat-and-vegetables,"AMY'S, SNACKS, SAMOSAS, MADE WITH ORGANIC WHEAT AND VEGETABLES",Fast Food,fast-food,231.0,5.49,9.89,29.7,2.2,2.2,440.0,0.0,2026-05-04T03:05:05Z
amys-soy-cheeze-pizza,https://caloriedata.org/calories-in/amys-soy-cheeze-pizza,"AMY'S, SOY CHEEZE PIZZA",Fast Food,fast-food,236.0,9.76,8.94,30.1,1.6,2.44,480.0,0.0,2026-05-04T03:05:06Z
amys-swirls-artichoke-parmesan-artichoke-parmesan,https://caloriedata.org/calories-in/amys-swirls-artichoke-parmesan-artichoke-parmesan,"AMY'S, SWIRLS, ARTICHOKE & PARMESAN, ARTICHOKE & PARMESAN",Fast Food,fast-food,304.0,8.7,15.9,29.0,2.9,4.35,435.0,14.0,2026-05-04T03:05:06Z
amys-swirls-cheddar-jalapeno,https://caloriedata.org/calories-in/amys-swirls-cheddar-jalapeno,"AMY'S, SWIRLS CHEDDAR JALAPENO",Fast Food,fast-food,319.0,10.1,13.0,36.2,2.9,5.8,478.0,22.0,2026-05-04T03:05:06Z
anchovies,https://caloriedata.org/calories-in/anchovies,Anchovies,Proteins & Meats,proteins,210.0,29.0,12.0,0.0,0.0,0.0,1050.0,0.0,2026-05-04T03:05:06Z
anchovies-in-oil,https://caloriedata.org/calories-in/anchovies-in-oil,Anchovies in Oil,Proteins & Meats,proteins,210.0,29.0,12.0,0.0,0.0,0.0,1050.0,0.0,2026-05-04T03:05:06Z
apple,https://caloriedata.org/calories-in/apple,Apple,Fruits,fruits,52.0,0.3,0.2,14.0,2.4,10.0,1.0,0.0,2026-05-04T03:04:58Z
apple-cinnamon-blended-low-fat-greek-yogurt-apple-cinnamon,https://caloriedata.org/calories-in/apple-cinnamon-blended-low-fat-greek-yogurt-apple-cinnamon,"APPLE CINNAMON BLENDED LOW-FAT GREEK YOGURT, APPLE CINNAMON",Dairy,dairy,87.0,8.0,1.67,10.0,0.7,8.0,57.0,10.0,2026-05-04T03:05:06Z
apple-cinnamon-low-fat-greek-yogurt-with-walnuts-spiced-pie-crust-pieces-frosted-cinnamon-crunch-apple-crisp-twist,https://caloriedata.org/calories-in/apple-cinnamon-low-fat-greek-yogurt-with-walnuts-spiced-pie-crust-pieces-frosted-cinnamon-crunch-apple-crisp-twist,"APPLE CINNAMON LOW-FAT GREEK YOGURT WITH WALNUTS, SPICED PIE CRUST PIECES & FROSTED CINNAMON CRUNCH, APPLE CRISP TWIST",Dairy,dairy,127.0,7.33,4.67,14.0,0.7,10.0,43.0,10.0,2026-05-04T03:05:07Z
apple-cucumber-low-fat-greek-yogurt-drink-apple-cucumber,https://caloriedata.org/calories-in/apple-cucumber-low-fat-greek-yogurt-drink-apple-cucumber,"APPLE CUCUMBER LOW-FAT GREEK YOGURT DRINK, APPLE CUCUMBER",Dairy,dairy,68.0,4.73,1.69,8.78,0.3,7.43,41.0,10.0,2026-05-04T03:05:07Z
apple-juice,https://caloriedata.org/calories-in/apple-juice,Apple Juice,Beverages,beverages,46.0,0.1,0.1,11.0,0.2,10.0,7.0,0.0,2026-05-04T03:05:07Z
apple-peanut-butter-super-peanut-nut-fruit-blend-apple-peanut-butter,https://caloriedata.org/calories-in/apple-peanut-butter-super-peanut-nut-fruit-blend-apple-peanut-butter,"APPLE PEANUT BUTTER SUPER PEANUT NUT & FRUIT BLEND, APPLE PEANUT BUTTER",Dairy,dairy,650.0,15.0,55.0,25.0,5.0,15.0,50.0,0.0,2026-05-04T03:05:08Z
apple-spice-on-the-bottom-low-fat-greek-yogurt-with-brown-sugar-oatmeal-apple-spice-with-brown-sugar-oatmeal,https://caloriedata.org/calories-in/apple-spice-on-the-bottom-low-fat-greek-yogurt-with-brown-sugar-oatmeal-apple-spice-with-brown-sugar-oatmeal,"APPLE SPICE ON THE BOTTOM LOW-FAT GREEK YOGURT WITH BROWN SUGAR OATMEAL, APPLE SPICE WITH BROWN SUGAR OATMEAL",Dairy,dairy,93.0,6.67,1.67,14.7,2.7,8.67,37.0,7.0,2026-05-04T03:05:08Z
apple-spice-with-brown-sugar-oatmeal-greek-yogurt-apple,https://caloriedata.org/calories-in/apple-spice-with-brown-sugar-oatmeal-greek-yogurt-apple,"APPLE SPICE WITH BROWN SUGAR OATMEAL GREEK YOGURT, APPLE",Dairy,dairy,93.0,6.67,1.67,14.7,2.7,8.67,37.0,7.0,2026-05-04T03:04:58Z
apricot-low-fat-greek-yogurt-apricot,https://caloriedata.org/calories-in/apricot-low-fat-greek-yogurt-apricot,"APRICOT LOW-FAT GREEK YOGURT, APRICOT",Dairy,dairy,113.0,6.67,2.0,17.3,2.0,10.7,30.0,7.0,2026-05-04T03:04:58Z
apricot-on-the-bottom-low-fat-greek-yogurt-apricot,https://caloriedata.org/calories-in/apricot-on-the-bottom-low-fat-greek-yogurt-apricot,"APRICOT ON THE BOTTOM LOW-FAT GREEK YOGURT, APRICOT",Dairy,dairy,93.0,7.33,1.67,12.0,0.7,10.0,43.0,10.0,2026-05-04T03:04:58Z
artichoke,https://caloriedata.org/calories-in/artichoke,Artichoke,Vegetables,vegetables,47.0,2.7,0.1,10.0,5.2,0.5,66.0,0.0,2026-05-04T03:04:58Z
asparagus,https://caloriedata.org/calories-in/asparagus,Asparagus,Vegetables,vegetables,20.0,2.2,0.1,4.0,2.1,1.9,2.0,0.0,2026-05-04T03:04:58Z
avocado,https://caloriedata.org/calories-in/avocado,Avocado,Fruits,fruits,160.0,3.0,15.0,9.0,7.0,0.7,7.0,0.0,2026-05-04T03:04:58Z
bacon,https://caloriedata.org/calories-in/bacon,Bacon,Proteins & Meats,proteins,541.0,37.0,42.0,1.4,0.0,1.2,1717.0,110.0,2026-05-04T03:04:59Z
bagel,https://caloriedata.org/calories-in/bagel,Bagel,Grains & Cereals,grains,257.0,10.0,1.7,50.0,2.1,6.6,430.0,0.0,2026-05-04T03:04:59Z
bamboo-shoots,https://caloriedata.org/calories-in/bamboo-shoots,Bamboo Shoots,Vegetables,vegetables,27.0,2.6,0.3,5.0,2.3,2.8,3.0,0.0,2026-05-04T03:04:59Z
banana,https://caloriedata.org/calories-in/banana,Banana,Fruits,fruits,89.0,1.1,0.3,23.0,2.6,12.0,1.0,0.0,2026-05-04T03:05:00Z
barley,https://caloriedata.org/calories-in/barley,Barley,Grains & Cereals,grains,354.0,3.6,1.5,73.0,17.3,0.8,12.0,0.0,2026-05-04T03:05:00Z
beef-bacon,https://caloriedata.org/calories-in/beef-bacon,Beef Bacon,Proteins & Meats,proteins,217.0,21.0,14.0,0.0,0.0,0.0,1080.0,0.0,2026-05-04T03:05:00Z
beef-jerky,https://caloriedata.org/calories-in/beef-jerky,Beef Jerky,Snacks,snacks,316.0,52.0,8.0,11.0,0.9,9.0,2081.0,0.0,2026-05-04T03:05:00Z
beef-steak,https://caloriedata.org/calories-in/beef-steak,Beef Steak,Proteins & Meats,proteins,271.0,26.0,19.0,0.0,0.0,0.0,75.0,0.0,2026-05-04T03:05:00Z
beer,https://caloriedata.org/calories-in/beer,Beer,Beverages,beverages,43.0,0.5,0.0,3.6,0.0,0.0,11.0,0.0,2026-05-04T03:05:01Z
beet,https://caloriedata.org/calories-in/beet,Beet,Vegetables,vegetables,43.0,1.7,0.2,10.0,2.4,6.8,78.0,0.0,2026-05-04T03:05:01Z
bell-pepper,https://caloriedata.org/calories-in/bell-pepper,Bell Pepper,Vegetables,vegetables,31.0,1.0,0.3,6.0,2.2,3.0,3.0,0.0,2026-05-04T03:05:01Z
big-mac,https://caloriedata.org/calories-in/big-mac,Big Mac,Fast Food,fast-food,257.0,13.0,13.0,25.0,1.2,5.2,480.0,0.0,2026-05-04T03:05:01Z
bison,https://caloriedata.org/calories-in/bison,Bison,Proteins & Meats,proteins,143.0,24.0,6.0,0.0,0.0,0.0,82.0,0.0,2026-05-04T03:05:01Z
black-beans,https://caloriedata.org/calories-in/black-beans,Black Beans,Vegetables,vegetables,132.0,8.9,0.5,24.0,8.7,0.3,1.0,0.0,2026-05-04T03:05:02Z
black-eyed-peas,https://caloriedata.org/calories-in/black-eyed-peas,Black Eyed Peas,Grains & Cereals,grains,117.0,8.8,0.3,21.0,4.5,0.5,5.0,0.0,2026-05-04T03:05:02Z
black-sweetened-cold-brew-premium-coffee-drink,https://caloriedata.org/calories-in/black-sweetened-cold-brew-premium-coffee-drink,BLACK SWEETENED COLD BREW PREMIUM COFFEE DRINK,Fast Food,fast-food,15.0,0.31,0.0,4.0,0.0,3.38,0.0,0.0,2026-05-04T03:05:02Z
blackberry,https://caloriedata.org/calories-in/blackberry,Blackberry,Fruits,fruits,43.0,1.4,0.5,10.0,5.3,4.9,2.0,0.0,2026-05-04T03:05:02Z
blueberry,https://caloriedata.org/calories-in/blueberry,Blueberry,Fruits,fruits,57.0,0.7,0.3,14.0,2.4,10.0,77.0,0.0,2026-05-04T03:05:03Z
blueberry-cheerios-cereal,https://caloriedata.org/calories-in/blueberry-cheerios-cereal,Blueberry Cheerios Cereal,Grains & Cereals,grains,407.0,7.41,5.56,77.8,7.4,29.6,463.0,0.0,2026-05-04T03:05:03Z
bread,https://caloriedata.org/calories-in/bread,White Bread,Grains & Cereals,grains,265.0,9.0,3.2,49.0,2.7,5.0,491.0,0.0,2026-05-04T03:05:03Z
brie-cheese,https://caloriedata.org/calories-in/brie-cheese,Brie Cheese,Dairy,dairy,334.0,21.0,28.0,0.45,0.0,0.0,629.0,0.0,2026-05-04T03:05:03Z
broad-beans,https://caloriedata.org/calories-in/broad-beans,Broad Beans,Grains & Cereals,grains,88.0,7.6,0.4,16.0,2.1,0.7,0.0,0.0,2026-05-04T03:05:04Z
broccoli,https://caloriedata.org/calories-in/broccoli,Broccoli,Vegetables,vegetables,34.0,2.8,0.4,7.0,2.4,1.4,64.0,0.0,2026-05-04T03:05:04Z
broccoli-rabe,https://caloriedata.org/calories-in/broccoli-rabe,Broccoli Rabe,Vegetables,vegetables,34.0,3.7,0.4,7.0,2.2,0.0,64.0,0.0,2026-05-04T03:05:04Z
brown-rice,https://caloriedata.org/calories-in/brown-rice,Brown Rice,Grains & Cereals,grains,111.0,2.6,0.9,23.0,1.8,0.0,5.0,0.0,2026-05-04T03:05:04Z
brownie,https://caloriedata.org/calories-in/brownie,Brownie,Desserts,desserts,466.0,6.3,22.0,63.0,3.0,48.0,231.0,55.0,2026-05-04T03:05:04Z
brownies,https://caloriedata.org/calories-in/brownies,Brownies,Desserts,desserts,415.0,4.0,20.0,53.0,2.4,37.0,224.0,0.0,2026-05-04T03:05:05Z
brussels-sprouts,https://caloriedata.org/calories-in/brussels-sprouts,Brussels Sprouts,Vegetables,vegetables,43.0,3.4,0.3,9.0,2.4,2.2,85.0,0.0,2026-05-04T03:05:05Z
buckwheat,https://caloriedata.org/calories-in/buckwheat,Buckwheat,Grains & Cereals,grains,343.0,13.3,2.5,71.0,10.0,0.3,1.0,0.0,2026-05-04T03:05:05Z
buddhas-hand,https://caloriedata.org/calories-in/buddhas-hand,Buddha's Hand,Fruits,fruits,33.0,0.8,0.3,9.0,1.5,3.7,2.0,0.0,2026-05-04T03:05:05Z
burger-organic-buns-burger,https://caloriedata.org/calories-in/burger-organic-buns-burger,"BURGER ORGANIC BUNS, BURGER",Fast Food,fast-food,277.0,10.8,1.54,52.3,6.2,6.15,477.0,0.0,2026-05-04T03:05:06Z
burrito,https://caloriedata.org/calories-in/burrito,Burrito,Fast Food,fast-food,340.0,12.0,10.0,52.0,7.0,5.0,700.0,0.0,2026-05-04T03:05:06Z
butter,https://caloriedata.org/calories-in/butter,Butter,Dairy,dairy,717.0,0.9,81.0,0.1,0.0,0.1,11.0,0.0,2026-05-04T03:05:06Z
cabbage,https://caloriedata.org/calories-in/cabbage,Cabbage,Vegetables,vegetables,25.0,1.3,0.1,6.0,2.4,1.2,16.0,0.0,2026-05-04T03:05:06Z
caffe-latte-iced-espresso-beverage-caffe-latte,https://caloriedata.org/calories-in/caffe-latte-iced-espresso-beverage-caffe-latte,"CAFFE LATTE ICED ESPRESSO BEVERAGE, CAFFE LATTE",Fast Food,fast-food,53.0,1.93,1.09,8.94,0.0,8.21,27.0,4.0,2026-05-04T03:05:06Z
cake,https://caloriedata.org/calories-in/cake,Cake,Desserts,desserts,387.0,3.0,20.0,47.0,0.6,38.0,356.0,0.0,2026-05-04T03:05:07Z
camel-meat,https://caloriedata.org/calories-in/camel-meat,Camel Meat,Proteins & Meats,proteins,94.0,26.0,0.5,0.0,0.0,0.0,110.0,0.0,2026-05-04T03:05:07Z
camembert-cheese,https://caloriedata.org/calories-in/camembert-cheese,Camembert Cheese,Dairy,dairy,300.0,21.0,23.0,0.7,0.0,0.0,730.0,0.0,2026-05-04T03:05:07Z
candy,https://caloriedata.org/calories-in/candy,Candy,Desserts,desserts,400.0,0.0,0.0,100.0,0.0,90.0,20.0,0.0,2026-05-04T03:05:08Z
candy-monster-cookies-candy-monster,https://caloriedata.org/calories-in/candy-monster-cookies-candy-monster,"CANDY MONSTER COOKIES, CANDY MONSTER",Beverages,beverages,447.0,5.26,18.4,60.5,2.6,39.5,329.0,26.0,2026-05-04T03:05:07Z
cantaloupe,https://caloriedata.org/calories-in/cantaloupe,Cantaloupe,Fruits,fruits,34.0,0.8,0.2,8.0,0.9,8.0,16.0,0.0,2026-05-04T03:05:08Z
caramel-chilled-coffee-drink-caramel,https://caloriedata.org/calories-in/caramel-chilled-coffee-drink-caramel,"CARAMEL CHILLED COFFEE DRINK, CARAMEL",Fast Food,fast-food,75.0,2.14,1.25,13.2,0.0,11.4,36.0,5.0,2026-05-04T03:04:48Z
caramelized-vanilla-honey-chilled-coffee-drink-caramelized-vanilla-honey,https://caloriedata.org/calories-in/caramelized-vanilla-honey-chilled-coffee-drink-caramelized-vanilla-honey,"CARAMELIZED VANILLA HONEY CHILLED COFFEE DRINK, CARAMELIZED VANILLA HONEY",Fast Food,fast-food,72.0,2.22,1.11,12.8,0.0,10.9,57.0,5.0,2026-05-04T03:04:48Z
carob,https://caloriedata.org/calories-in/carob,Carob,Grains & Cereals,grains,222.0,4.1,0.6,49.0,8.2,27.0,76.0,0.0,2026-05-04T03:04:48Z
carrot,https://caloriedata.org/calories-in/carrot,Carrot,Vegetables,vegetables,41.0,0.9,0.2,10.0,2.8,6.0,69.0,0.0,2026-05-04T03:04:49Z
cashews,https://caloriedata.org/calories-in/cashews,Cashews,Nuts & Seeds,nuts-seeds,553.0,18.0,44.0,30.0,3.3,5.9,10.0,,2026-05-04T03:04:49Z
cauliflower,https://caloriedata.org/calories-in/cauliflower,Cauliflower,Vegetables,vegetables,25.0,1.9,0.3,5.0,2.4,1.0,49.0,0.0,2026-05-04T03:04:49Z
celery,https://caloriedata.org/calories-in/celery,Celery,Vegetables,vegetables,14.0,0.7,0.2,3.3,0.6,1.3,80.0,0.0,2026-05-04T03:04:49Z
cereal,https://caloriedata.org/calories-in/cereal,Breakfast Cereal,Grains & Cereals,grains,379.0,7.0,1.9,84.0,6.0,24.0,760.0,0.0,2026-05-04T03:04:50Z
chapati,https://caloriedata.org/calories-in/chapati,Chapati,Grains & Cereals,grains,155.0,4.0,2.0,28.0,1.6,1.5,350.0,0.0,2026-05-04T03:04:50Z
cheddar-cheese,https://caloriedata.org/calories-in/cheddar-cheese,Cheddar Cheese,Dairy,dairy,402.0,23.0,33.0,3.4,0.0,0.7,714.0,0.0,2026-05-04T03:04:50Z
cheerios-breakfast-cereal,https://caloriedata.org/calories-in/cheerios-breakfast-cereal,Cheerios Breakfast Cereal,Grains & Cereals,grains,367.0,13.0,6.7,73.7,10.8,4.56,498.0,0.0,2026-05-04T03:04:50Z
cheerios-cereal,https://caloriedata.org/calories-in/cheerios-cereal,Cheerios Cereal,Grains & Cereals,grains,117.0,5.56,1.85,21.6,2.5,4.94,154.0,3.0,2026-05-04T03:04:51Z
cheerios-cereal-bowlpak,https://caloriedata.org/calories-in/cheerios-cereal-bowlpak,Cheerios Cereal Bowlpak,Grains & Cereals,grains,368.0,10.5,7.89,73.7,10.5,5.26,500.0,0.0,2026-05-04T03:04:50Z
cheerios-cereal-pouch,https://caloriedata.org/calories-in/cheerios-cereal-pouch,Cheerios Cereal Pouch,Grains & Cereals,grains,359.0,12.8,6.41,74.4,10.3,5.13,487.0,0.0,2026-05-04T03:04:50Z
cheerios-cereal-singlepak,https://caloriedata.org/calories-in/cheerios-cereal-singlepak,Cheerios Cereal Singlepak,Grains & Cereals,grains,359.0,12.8,6.41,74.4,10.3,5.13,487.0,0.0,2026-05-04T03:04:51Z
cheerios-honey-nut-granola,https://caloriedata.org/calories-in/cheerios-honey-nut-granola,Cheerios Honey Nut Granola,Grains & Cereals,grains,393.0,7.14,8.93,78.6,7.1,28.6,286.0,0.0,2026-05-04T03:04:51Z
cheese,https://caloriedata.org/calories-in/cheese,Cheese,Dairy,dairy,402.0,23.0,33.0,3.4,0.0,0.7,714.0,0.0,2026-05-04T03:04:51Z
cheeseburger,https://caloriedata.org/calories-in/cheeseburger,Cheeseburger,Fast Food,fast-food,280.0,15.0,14.0,22.0,0.0,6.0,520.0,0.0,2026-05-04T03:04:51Z
cheesecake,https://caloriedata.org/calories-in/cheesecake,Cheesecake,Desserts,desserts,321.0,5.5,23.0,25.0,0.3,18.0,260.0,0.0,2026-05-04T03:04:52Z
cheetos-chester-cheetah-crunchy-snacks-cheese-cheese,https://caloriedata.org/calories-in/cheetos-chester-cheetah-crunchy-snacks-cheese-cheese,"CHEETOS, CHESTER CHEETAH, CRUNCHY SNACKS, CHEESE, CHEESE",Snacks,snacks,536.0,7.14,35.7,46.4,3.6,3.57,893.0,0.0,2026-05-04T03:04:52Z
cheetos-flavored-snack-mix,https://caloriedata.org/calories-in/cheetos-flavored-snack-mix,"CHEETOS, FLAVORED SNACK MIX",Snacks,snacks,571.0,7.14,35.7,53.6,3.6,3.57,929.0,0.0,2026-05-04T03:04:52Z
cheetos-popcorn-14-oz,https://caloriedata.org/calories-in/cheetos-popcorn-14-oz,"CHEETOS POPCORN, 14 OZ",Snacks,snacks,571.0,10.7,39.3,46.4,7.1,7.14,929.0,18.0,2026-05-04T03:04:52Z
